Vest_ID,Age,Income,Balance,Contributions,Strategy
1380,38,33083.79,287563.09,0.06,2
1381,43,80716.1,825106.57,0.04,0
1382,48,102969.4,490219.79,0.03,0
1383,45,136867.29,882528.55,0.03,0
1384,24,95212.58,112161.85,0.04,1
1385,31,56349.15,599056.95,0.08,2
1386,59,135465.79,972157.71,0.08,0
1387,34,30611.79,938360.58,0.02,0
1388,27,102982.41,842170.61,0.08,2
1389,57,62845.04,746088.91,0.05,2
1390,59,105405.6,509583.91,0.06,0
1391,36,97675.39,896742.07,0.06,1
1392,59,148719.18,304176.71,0.08,2
1393,56,64309.5,659976.35,0.03,1
1394,24,62683.06,358540.09,0.02,2
1395,51,133301.58,890640.98,0.05,2
1396,27,108446.46,194471.74,0.02,2
1397,46,87918.69,762946.68,0.02,2
1398,59,81018.94,672704.43,0.04,2
1399,46,112587.75,672539.1,0.02,2
1400,43,101286.84,325119.79,0.04,2
1401,30,146808.87,953301.51,0.04,1
1402,29,138791.53,306085.55,0.04,0
1403,40,81122.27,230334.35,0.01,2
1404,62,93946.7,592702.9,0.09,2
1405,34,76182.96,13711.88,0.02,1
1406,60,111784.19,239554.04,0.05,0
1407,30,141055.47,762695.55,0.05,0
1408,33,52936.08,291035.67,0.03,1
1409,51,32226.45,862481.51,0.07,1
1410,50,110227.4,976318.09,0.04,1
1411,42,83711.29,397031.62,0.01,1
1412,29,52546.91,478464.67,0.07,0
1413,46,116142.89,492621.13,0.1,2
1414,42,85572.76,691396.02,0.04,2
1415,28,87944.26,220541.99,0.05,1
1416,49,127628.61,96612.35,0.09,0
1417,59,123054.8,92014.62,0.01,2
1418,37,93546.78,7141.23,0.04,0
1419,33,43598.07,751160.37,0.02,1
1420,62,64708.95,16549.56,0.01,0
1421,57,120803.77,658761.14,0.02,2
1422,43,131171.03,112116.87,0.04,2
1423,50,127187.26,921694.1,0.04,1
1424,47,71903.68,952811.59,0.01,0
1425,35,121859.37,159002.99,0.09,2
1426,62,111323.34,874314.41,0.05,1
1427,58,103651.07,870395.41,0.08,0
1428,60,94113.29,950230.87,0.08,2
1429,26,146195.27,750409.8,0.02,1
1430,52,103173.26,944371.23,0.08,0
1431,26,145795.37,659575.15,0.03,2
1432,64,92162.75,271781.91,0.07,2
1433,31,67278.57,961836.74,0.03,2
1434,24,72302.86,841516.42,0.04,2
1435,37,54704.29,163252.86,0.02,2
1436,41,74121.22,967347.25,0.06,1
1437,58,88758.69,948311.97,0.08,0
1438,56,48136.72,19784.56,0.09,0
1439,25,84698.21,168935.74,0.1,1
1440,29,76428.96,610761.87,0.09,1
1441,61,41537.63,234326.85,0.08,1
1442,43,97961.18,530041.95,0.02,0
1443,25,98774.33,691896.1,0.05,2
1444,24,60785.7,584141.45,0.06,0
1445,49,82101.82,268611.66,0.06,0
1446,34,95201.04,217736.67,0.03,2
1447,49,29499.4,304577.72,0.06,2
1448,29,31116.05,880982.97,0.02,2
1449,64,48993.5,562686.56,0.02,0
1450,55,32178.01,744280.31,0.01,0
1451,37,136896.19,489454.43,0.03,0
1452,47,26117.81,155727.08,0.03,0
1453,58,100424.57,346336.13,0.02,0
1454,54,147845.6,382402.58,0.05,2
1455,62,142546.84,459485.92,0.1,0
1456,40,90256.36,447971.73,0.04,1
1457,43,107023,685998.36,0.08,0
1458,59,73674.67,210281.87,0.09,1
1459,60,70969.68,300535.35,0.06,2
1460,36,30419.06,348212.2,0.1,0
1461,43,40907.22,214729.56,0.03,1
1462,34,126448.57,862833.58,0.07,2
1463,25,113644.58,559232.6,0.02,1
1464,52,41811.24,633309.23,0.05,0
1465,28,110465.54,248029.28,0.04,0
1466,55,140790.06,249652.46,0.06,1
1467,38,88956.33,747162.75,0.1,0
1468,46,68567.71,731543.27,0.06,2
1469,38,134144.22,727066.17,0.02,2
1470,50,104520.79,360111.23,0.01,0
1471,25,30449.8,828075.93,0.06,2
1472,33,119024.33,784247.62,0.09,1
1473,31,41515.81,852684.05,0.02,1
1474,54,102974.12,753467.51,0.06,2
1475,50,33325.65,920969.65,0.02,1
1476,59,40032.95,859099.45,0.01,1
1477,37,113024.13,482617.23,0.05,2
1478,38,117561.68,614639.79,0.01,0
1479,33,146277.78,518704.53,0.09,0
1480,37,72118.61,441829.43,0.05,2
1481,42,71619.32,920327.73,0.09,1
1482,59,35365.28,839885.93,0.04,0
1483,28,43743.97,289146.23,0.04,2
1484,48,43049.11,446609.77,0.01,0
1485,61,40721.84,954057.19,0.01,1
1486,29,97163.73,115248.06,0.01,0
1487,24,88762.13,195230.62,0.04,2
1488,42,34120.78,301796.45,0.04,0
1489,45,109723.88,217186.49,0.09,2
1490,46,36524.27,835928.32,0.03,1
1491,51,38880.3,71818.6,0.05,2
1492,55,46080.65,565630.9,0.01,1
1493,61,146670.88,557454.55,0.07,2
1494,40,79434.44,710128.98,0.09,1
1495,53,27132.28,281197.11,0.06,0
1496,56,58777.48,820942.8,0.08,1
1497,37,33282.89,904915.16,0.05,2
1498,37,102452.71,24146.59,0.07,1
1499,62,128890.03,878273.29,0.07,2
1500,60,109779.18,266721.54,0.06,0
1501,45,30083.95,907249.25,0.07,2
1502,47,120560.82,600539.5,0.05,0
1503,63,138006.93,57007.04,0.02,0
1504,50,85463.19,206096.09,0.05,0
1505,37,39843.44,260654.09,0.06,0
1506,30,104496.57,736965.74,0.03,1
1507,45,112559.24,918277.99,0.08,0
1508,28,144981.36,889834.03,0.09,0
1509,26,132428.51,446644.72,0.03,2
1510,59,48965.58,916310.7,0.08,1
1511,59,47461.15,192403.75,0.04,0
1512,52,106165.1,911857.08,0.04,1
1513,32,33669.1,119019.01,0.02,0
1514,62,35444.16,338827.31,0.07,2
1515,34,109013.18,425585.62,0.08,1
1516,41,63485.48,926673.7,0.06,2
1517,46,42333.2,476617.21,0.07,2
1518,61,92052.19,620814.63,0.04,1
1519,25,98079.88,578025.46,0.1,1
1520,45,114607.62,235988.11,0.02,0
1521,53,102033.27,473290.71,0.06,2
1522,49,61433.17,243044.85,0.08,2
1523,55,66693.57,49857.97,0.06,2
1524,28,114610.91,70033.2,0.1,0
1525,26,104603.35,147447.41,0.02,2
1526,54,136992.35,455004.95,0.06,1
1527,27,135746.29,896339.88,0.02,0
1528,24,90466.9,668458.99,0.07,1
1529,35,78388.56,187617.77,0.06,1
1530,28,37013.84,412828.5,0.05,0
1531,63,25429.7,480464.01,0.08,2
1532,54,128876.07,984033.46,0.04,0
1533,49,32077.84,403898.75,0.01,0
1534,29,54829.87,518229.68,0.01,2
1535,60,68773.67,523575.81,0.05,0
1536,62,70442.41,957508.24,0.01,0
1537,55,49255.13,642460.9,0.09,0
1538,47,113913.45,426748.14,0.06,1
1539,30,56071.37,830430.37,0.05,2
1540,39,89566.39,453914.51,0.1,0
1541,55,74974.68,808548.94,0.03,2
1542,24,84899.75,64187.57,0.09,0
1543,25,57359.01,652965.25,0.04,2
1544,43,33465,649638.65,0.05,2
1545,40,124532.72,890396.29,0.1,0
1546,35,26549.27,556964.34,0.08,1
1547,25,108580.48,748490.84,0.01,2
1548,64,26697.1,584860.76,0.1,2
1549,44,84244.08,541980.05,0.04,1
1550,42,105523.15,850562.38,0.02,1
1551,27,36327.52,844923.76,0.05,0
1552,25,40530.33,758401.45,0.01,2
1553,31,57978.82,730248.96,0.02,2
1554,39,30055.14,650585.15,0.03,2
1555,27,130443.28,643582.41,0.09,2
1556,52,97808.65,559849.32,0.08,0
1557,51,89181.51,96002.14,0.02,2
1558,64,42228.27,343574.96,0.06,1
1559,36,84816.61,793223.99,0.01,1
1560,26,91018.93,2423.46,0.03,0
1561,59,104533.41,934407.09,0.08,2
1562,42,86463.96,427840.02,0.07,2
1563,52,148987.19,967426.54,0.08,1
1564,35,130885.02,96521.15,0.04,2
1565,27,49357.52,494890.61,0.05,1
1566,50,76656.9,648.21,0.04,0
1567,55,102416.77,775996.84,0.01,0
1568,44,115693.82,298519.08,0.02,0
1569,34,84146.77,229050.18,0.04,2
1570,31,99923.32,36619.01,0.1,0
1571,27,82330.13,483598.2,0.08,2
1572,35,78191.93,731170.66,0.08,1
1573,24,139756.87,530141.11,0.01,0
1574,41,31964.51,591093.77,0.06,2
1575,27,56404.13,63046.44,0.03,0
1576,42,45615.28,759555.85,0.03,0
1577,43,106470.64,450010.8,0.09,1
1578,40,36763.78,650378.6,0.04,1
1579,28,142758.51,679340.14,0.07,0
1580,33,45606.42,56319.12,0.04,1
1581,53,99861.88,281399.05,0.05,1
1582,38,65316.48,991250.33,0.09,0
1583,29,91543.07,124494.24,0.01,0
1584,37,102518.29,272781.07,0.08,0
1585,24,143834.23,288923.27,0.05,0
1586,48,90357.94,714677.48,0.03,0
1587,60,40152.7,197278.28,0.04,1
1588,38,109089.63,132467.73,0.03,1
1589,47,84573.81,481647.19,0.04,2
1590,53,115742.87,219234.91,0.09,0
1591,43,34406.82,844716.7,0.02,2
1592,61,30723.96,433820.32,0.09,0
1593,37,56050.74,506903.51,0.07,1
1594,57,100193.92,345623.63,0.1,2
1595,40,78899.02,274243.1,0.06,1
1596,33,43051.4,635051.9,0.06,0
1597,51,44345.6,475013.92,0.08,2
1598,58,35046.79,957023.97,0.02,1
1599,24,81013.23,456432.89,0.04,1
1600,53,84276.63,117806.69,0.07,0
1601,41,123777.02,405092.24,0.07,0
1602,44,53936.62,489072.31,0.01,2
1603,26,101651.91,991135.1,0.03,0
1604,56,116937.11,256054.35,0.03,2
1605,48,71082.77,123170.75,0.02,0
1606,38,57644.14,710981.95,0.04,0
1607,25,28408.22,544434.98,0.01,0
1608,32,57888.44,678267.16,0.02,1
1609,46,29115.5,139023.47,0.07,1
1610,35,126772,834148.33,0.06,1
1611,25,50904.76,504187.73,0.08,2
1612,34,144544.75,227910.03,0.08,2
1613,49,55707.06,469226.54,0.03,0
1614,61,106733.26,405245.88,0.02,1
1615,53,45032.4,61234.81,0.07,1
1616,47,37077.43,9575.16,0.04,2
1617,26,58770.27,580703.07,0.03,2
1618,40,47607.42,692215.24,0.08,1
1619,39,49599.69,226743.05,0.02,2
1620,40,113955.59,969375.44,0.1,2
1621,44,65788.73,773482.87,0.01,0
1622,50,147076.16,391161.46,0.07,0
1623,49,44008.71,428032.29,0.07,0
1624,34,129237.13,272231.46,0.04,1
1625,56,90828.05,981533.73,0.07,2
1626,42,107803.99,589025.41,0.05,2
1627,41,45528.93,141415.07,0.03,1
1628,48,73634.49,816259.15,0.03,0
1629,44,101668.84,120563.87,0.09,0
1630,50,74399.27,121631.35,0.09,0
1631,41,44662.46,322625.98,0.1,0
1632,40,42963.81,115263.26,0.09,0
1633,58,92852.6,973220.88,0.05,2
1634,28,109535.3,138287.03,0.06,2
1635,54,106788.34,489159.34,0.07,0
1636,28,71908.5,165066.81,0.05,2
1637,52,139458.59,582112.93,0.09,1
1638,51,56607.78,507834.43,0.08,1
1639,25,136297.11,325426.02,0.08,2
1640,35,50663.71,507235.29,0.08,2
1641,56,123163.44,814183.21,0.06,0
1642,32,136851.08,314309.76,0.08,1
1643,40,120591.64,489636.2,0.04,0
1644,40,96984.18,910156.47,0.06,0
1645,29,145587.39,185437.65,0.07,1
1646,50,25354.08,84987.24,0.09,0
1647,53,37065.07,138711.89,0.05,0
1648,25,146336.05,669487.87,0.01,0
1649,54,54868.9,215346.85,0.04,1
1650,63,43155.89,512594.25,0.03,0
1651,57,51552.06,909662.71,0.02,0
1652,53,39818.85,389149.32,0.02,0
1653,51,42139.56,374919.87,0.07,1
1654,29,54311.6,869353.1,0.03,0
1655,53,115980.52,66221.13,0.04,2
1656,43,38955.88,632643.16,0.05,2
1657,36,64126.18,354945.5,0.05,2
1658,63,55392.54,25187.38,0.09,0
1659,43,114151.77,824996.04,0.03,1
1660,51,123392.24,661156.93,0.02,1
1661,41,38488.69,112401.4,0.09,1
1662,31,88990.24,749393.36,0.01,1
1663,28,96781.66,809751.28,0.03,0
1664,43,117979.65,84983.38,0.07,1
1665,55,86958.32,112958.19,0.09,1
1666,53,125226.19,151087.12,0.1,1
1667,29,128295.27,323539.23,0.03,1
1668,52,64016.5,213508.88,0.08,1
1669,61,59557.79,658633.62,0.02,0
1670,63,84195.12,932436.4,0.07,0
1671,49,102517.66,920339.51,0.09,0
1672,26,54222.98,69464.93,0.08,0
1673,32,75590.84,890580.4,0.06,2
1674,34,102390.95,795150.94,0.03,1
1675,25,47811.34,601054.57,0.04,2
1676,45,130363.12,964170.34,0.05,1
1677,59,101651.84,144519,0.05,2
1678,38,130917.31,648351.16,0.07,2
1679,60,52160.74,563284.43,0.09,0
1680,50,130076.94,552056.95,0.06,0
1681,64,105656.79,965003.17,0.08,0
1682,50,71002.33,685846.46,0.02,2
1683,39,140064.47,293144.26,0.09,2
1684,31,34891.21,389147.95,0.07,1
1685,58,98897.2,15108.65,0.02,2
1686,48,104005.59,154390.36,0.04,1
1687,57,85096.88,755165.45,0.07,0
1688,38,63377.41,656496.76,0.07,1
1689,29,136004.78,156164.88,0.02,2
1690,37,118910.65,335768.76,0.05,0
1691,42,72431.82,279390.15,0.08,1
1692,54,145602.63,997594.72,0.07,2
1693,64,98902.74,357728.45,0.09,0
1694,25,100561.01,672016.36,0.07,2
1695,50,108241.25,620961.51,0.01,1
1696,36,126660.47,968017.02,0.05,2
1697,35,90193.96,407618.19,0.07,2
1698,52,60400.77,256671.92,0.08,2
1699,47,106667.47,208966.54,0.06,2
1700,57,33708.82,352561.73,0.04,2
1701,33,136124.09,313763.94,0.04,1
1702,51,126782.29,544759.53,0.01,1
1703,24,114555.15,247850.34,0.05,2
1704,59,67385.13,827502.84,0.05,0
1705,27,85978.35,490029.66,0.04,0
1706,51,38450.3,468714.17,0.03,1
1707,53,73124.46,765216.97,0.1,1
1708,35,36162.73,363584.44,0.09,1
1709,58,114795.03,785253.16,0.09,1
1710,27,95153.45,435160.5,0.03,0
1711,24,91175.29,413946.78,0.05,1
1712,60,145537.91,237987.82,0.03,1
1713,52,134104.43,181918.51,0.03,1
1714,41,50498.1,959240.55,0.01,2
1715,39,81780.8,223186.44,0.02,2
1716,47,92546.41,399220.34,0.06,2
1717,34,59615.32,506724.69,0.05,1
1718,43,85255.86,565082.75,0.09,1
1719,49,144556.4,342529.55,0.02,1
1720,38,73777.06,146949.53,0.07,1
1721,54,57351.68,885246.78,0.03,2
1722,52,143229.22,617735.25,0.03,0
1723,47,37826.13,898512.45,0.03,1
1724,52,86271.32,154559.25,0.06,0
1725,54,47763.86,329022.51,0.03,0
1726,50,131292.62,408459.97,0.06,1
1727,31,89784.86,560654.16,0.07,2
1728,40,134030.84,818767.66,0.07,0
1729,47,106064.72,324624.55,0.04,2
1730,37,107992.77,620971.48,0.03,1
1731,24,148140.8,813084.58,0.08,2
1732,39,129926.32,725106.29,0.08,2
1733,30,114621.54,526530.79,0.02,2
1734,50,146629.46,823348.61,0.03,2
1735,41,88111.33,762762.77,0.09,2
1736,53,52995.52,685872.59,0.04,2
1737,48,110764.45,242651.89,0.05,1
1738,57,37249.79,524825.79,0.06,0
1739,52,44306.71,419930.18,0.1,2
1740,58,56347.05,982937.46,0.06,1
1741,32,146042.78,912628.24,0.04,0
1742,61,26155.38,581928.76,0.07,1
1743,31,81028.84,40891.83,0.08,1
1744,28,55181.68,508852.92,0.05,2
1745,61,99511.51,382823.11,0.1,0
1746,60,51829.79,890752.94,0.06,2
1747,24,127525.34,897157.19,0.02,0
1748,60,32592.56,967981.87,0.08,1
1749,43,54520.07,852198.69,0.09,1
1750,27,72596.64,992931.99,0.1,2
1751,47,42295.15,350592.44,0.02,0
1752,49,115586.48,479116.66,0.02,2
1753,51,50616.95,54178.61,0.03,1
1754,40,62186.34,404957.65,0.09,1
1755,24,136249.2,859260.91,0.01,2
1756,32,122784.4,1815.2,0.07,2
1757,54,121278.88,843679.35,0.05,2
1758,59,63656.29,422586.42,0.07,2
1759,55,83661.87,881742.47,0.03,2
1760,44,126962.18,839468.4,0.01,0
1761,47,52463.86,304948.78,0.07,2
1762,36,84079.34,708142.81,0.04,0
1763,47,50172.43,266133.05,0.02,2
1764,45,138052.61,101181.77,0.04,2
1765,30,102092.4,894030,0.07,0
1766,48,88094.46,255958.07,0.09,1
1767,44,92753.07,245407.4,0.07,1
1768,60,143620.14,333766.67,0.05,1
1769,48,145604.32,950114.25,0.02,1
1770,50,56313.43,180906.2,0.08,0
1771,56,75257.55,770453.7,0.02,0
1772,53,92658.37,854914.33,0.03,1
1773,56,118211.02,718073.65,0.04,0
1774,50,104995.94,163451.09,0.1,2
1775,52,40559.37,888805.89,0.04,0
1776,60,46064.99,869351.57,0.06,0
1777,25,95197.23,716956.49,0.01,2
1778,27,93341.42,506542.09,0.01,1
1779,42,37521.22,880608.27,0.07,2
1780,27,40533.03,469017.61,0.03,1
1781,27,60054.92,377499.25,0.09,2
1782,27,50965.23,790731.31,0.02,1
1783,27,60784.19,125262.91,0.07,2
1784,25,130808.02,146993.15,0.09,0
1785,29,57386.43,248580.15,0.02,0
1786,64,36858.14,993063.51,0.03,1
1787,44,147401.88,257873.22,0.09,2
1788,52,32681.56,164879.73,0.03,1
1789,51,146910.15,68566.43,0.06,0
1790,41,75770.96,581387.77,0.07,0
1791,55,107746.58,597177.56,0.04,2
1792,33,34934.53,347441.92,0.05,2
1793,41,25140.31,751955.32,0.09,1
1794,61,54682.21,352856.29,0.02,1
1795,28,100297.59,904085.76,0.08,0
1796,38,141430.73,762625.59,0.04,1
1797,37,100024.06,546106.02,0.01,0
1798,60,84291.17,497811.82,0.04,1
1799,38,111833.86,451013.65,0.09,2
1800,47,74035.65,33058.62,0.05,2
1801,27,120005.85,861851.76,0.04,0
1802,58,129121.15,179578.5,0.07,1
1803,51,40110.46,795656.05,0.08,0
1804,26,128651.87,884085.85,0.06,2
1805,41,110301.44,961121.83,0.08,0
1806,34,124262.9,288014.45,0.09,2
1807,60,77192.92,361093.14,0.08,0
1808,29,119126.02,322910.14,0.08,1
1809,48,58094.87,547544.77,0.08,1
1810,35,52675.94,877229.77,0.08,0
1811,54,104524.81,9472.58,0.09,1
1812,25,56961.73,132994.16,0.03,0
1813,55,94248.21,810980.07,0.04,2
1814,35,132324.78,106849.78,0.02,2
1815,64,45208.58,468633.68,0.06,1
1816,44,99814.56,875741.11,0.06,2
1817,33,117752.58,885133.3,0.04,1
1818,63,112811,811075.28,0.04,1
1819,40,109726.78,288112.6,0.07,1
1820,30,108199.88,913009.27,0.09,0
1821,42,121928.23,112949.38,0.02,1
1822,33,142271.89,501510.41,0.08,2
1823,59,132024.93,315641.14,0.04,1
1824,61,34781.33,499775.44,0.06,0
1825,58,78868.95,707576.72,0.06,1
1826,28,56982.88,96732.61,0.03,1
1827,54,95850.87,577481.47,0.07,0
1828,48,74152.13,221693.2,0.05,0
1829,41,79030.98,464147.4,0.02,2
1830,61,40549.08,678221.6,0.05,1
1831,41,103515.3,449456.79,0.05,1
1832,35,53654.49,248076.48,0.08,0
1833,62,71938.23,748214.24,0.09,1
1834,49,132374.13,278417.35,0.08,1
1835,46,71902.25,437542.43,0.02,0
1836,48,122227.18,115820.39,0.08,2
1837,54,142637.11,82290.38,0.06,2
1838,63,75848.66,636389.13,0.06,2
1839,48,68266.53,708936.53,0.06,0
1840,62,68964.22,37103.55,0.05,2
1841,32,43708.52,191122.08,0.08,0
1842,41,125354.58,98157.62,0.04,2
1843,46,26821.12,707115.62,0.05,2
1844,38,51773.84,991215.69,0.02,0
1845,30,83968.16,541607.21,0.03,0
1846,27,114665.84,481126.59,0.1,1
1847,30,115725.57,495510.28,0.05,0
1848,30,112254.88,364773.03,0.1,0
1849,32,96432.21,71008.33,0.04,0
1850,30,145911.25,889224.54,0.08,1
1851,60,37248.36,40011.9,0.09,2
1852,50,145805.21,633009.16,0.04,1
1853,31,31205.62,996941.27,0.03,1
1854,33,126187.38,831006.86,0.09,2
1855,30,33934.79,315260.58,0.06,0
1856,35,39633.36,103299.81,0.05,1
1857,26,65827.59,164253.53,0.03,0
1858,33,129736.9,917611.29,0.02,1
1859,53,108809.38,443662.23,0.1,0
1860,42,103704.34,834713.07,0.01,2
1861,51,121348.41,432132.1,0.06,0
1862,35,121862.31,512482.4,0.08,1
1863,33,120748.74,188185.82,0.03,0
1864,38,143576.89,403047.93,0.05,2
1865,44,149742.36,160277.95,0.02,2
1866,63,92969.77,772793.53,0.07,1
1867,62,117043.3,175827.83,0.05,0
1868,50,143244.84,10860.64,0.04,2
1869,61,124125.01,811966.62,0.02,2
1870,52,70292.87,545374.41,0.05,0
1871,30,107509.72,314185.88,0.09,1
1872,26,92788.4,141053.08,0.06,1
1873,45,28915.65,532729.67,0.01,0
1874,47,89986.26,318415.97,0.1,0
1875,49,114958.83,953116.54,0.04,1
1876,30,78482.18,36477.91,0.09,2
1877,34,132928.97,964145.56,0.08,0
1878,42,42077,106722.61,0.04,0
1879,61,134598.53,296307.54,0.01,1
1880,61,60224.93,916114.51,0.09,1
1881,48,78882.57,599459.2,0.03,0
1882,36,46311.25,94191.45,0.07,1
1883,55,48159.1,367653.74,0.02,2
1884,50,59126.86,883106.42,0.04,0
1885,53,134600.24,288156.48,0.05,2
1886,64,25909.87,175263.4,0.03,0
1887,53,134869.64,140168.75,0.1,0
1888,38,87272.16,661570.93,0.06,1
1889,34,74289,971416.79,0.08,1
1890,49,64636.6,106986.64,0.1,0
1891,37,100246.02,239893.65,0.02,0
1892,25,140121.19,236047.3,0.05,0
1893,26,34726.12,355573.87,0.09,0
1894,26,67812.18,95005.57,0.03,1
1895,64,88765.46,405436.21,0.06,2
1896,41,123602.33,843743.51,0.05,1
1897,59,105787.8,657434.97,0.07,1
1898,55,105563.8,744124.46,0.04,1
1899,52,123061.95,73799.02,0.06,2
1900,35,52897.76,246639.4,0.09,2
1901,62,34943.86,696949.03,0.03,0
1902,60,38585.31,312282.72,0.05,2
1903,27,47964.3,879371.29,0.01,2
1904,36,148320.25,770134.95,0.07,0
1905,54,143129.95,447148.77,0.05,1
1906,57,101973.96,245664.62,0.02,2
1907,40,89641.7,323571.61,0.08,1
1908,52,36828.4,503183.5,0.05,0
1909,39,66228.08,151172.91,0.09,0
1910,46,71462.31,834428.14,0.03,2
1911,32,94457.95,869060.9,0.03,1
1912,60,62163.65,110545.61,0.03,2
1913,39,46821.68,382347.45,0.02,1
1914,38,135427.11,191499.65,0.09,1
1915,32,124708.58,669839.45,0.01,2
1916,36,78617.18,168024.3,0.06,0
1917,62,61991.77,401318.04,0.09,2
1918,45,59524.68,775503.72,0.02,1
1919,58,41204.89,190208.97,0.02,0
1920,31,149602.21,862020.42,0.06,2
1921,38,137011.5,582323.14,0.02,2
1922,32,135130.91,19198.25,0.06,2
1923,50,107789.71,940194.15,0.08,2
1924,64,56344.26,590082.6,0.09,1
1925,63,56536.91,180374.46,0.03,2
1926,29,115722.56,874365.58,0.06,1
1927,52,75419.83,739313.11,0.06,1
1928,55,94374.43,914280.75,0.01,1
1929,60,134112.57,780105.38,0.02,0
1930,40,46517.59,683630.78,0.01,1
1931,27,33195.59,63994.54,0.04,0
1932,47,32666.43,939561.36,0.03,1
1933,35,88386.13,875940.78,0.02,0
1934,59,96033.77,417166.41,0.03,0
1935,41,117877.96,795078.96,0.06,2
1936,52,105534.59,526893.19,0.03,0
1937,57,123858.91,905049.26,0.01,2
1938,55,123000.26,916227.03,0.06,1
1939,63,30525.41,687473.75,0.09,0
1940,46,79533.39,741604.09,0.02,2
1941,26,124632.91,323085.59,0.08,0
1942,61,138703.72,560454.41,0.03,0
1943,61,57819.14,183241.04,0.07,0
1944,33,120077.02,472093.72,0.07,2
1945,50,76845.94,579174.92,0.09,1
1946,34,32686.23,608049.97,0.02,2
1947,47,65649.25,633832.23,0.05,1
1948,55,133727.05,535432.01,0.1,0
1949,46,138958.9,839895.04,0.07,1
1950,52,124371.35,400482.48,0.04,0
1951,51,41122.53,701164.58,0.07,0
1952,58,69667.92,311171.97,0.06,0
1953,54,60510.8,735576.52,0.03,2
1954,31,91343.44,974009.75,0.08,1
1955,62,78555.07,225042.75,0.03,2
1956,51,43862.83,68081.9,0.09,2
1957,61,123002.48,495099.98,0.04,0
1958,48,103935.43,276715.78,0.02,1
1959,47,116904.49,809185.74,0.02,0
1960,37,76687.19,393904.6,0.05,0
1961,31,110369.83,690194.22,0.06,0
1962,53,60406.75,31667.2,0.08,0
1963,45,129195.36,411742.46,0.03,0
1964,64,105825.64,287746.57,0.03,2
1965,32,75710.93,856315.64,0.09,2
1966,30,57462.08,581419.5,0.06,1
1967,30,129931.53,131786.34,0.02,2
1968,39,96923.11,632573.87,0.02,1
1969,35,134045.62,432289.86,0.06,0
1970,59,58078.1,9822.86,0.05,2
1971,42,55981.33,872129.63,0.03,0
1972,30,146776.8,725710.67,0.03,1
1973,27,48323.8,524309.43,0.02,0
1974,31,64368.87,85000.9,0.02,1
1975,41,139774.24,611499.17,0.1,0
1976,44,100637.59,515379.03,0.02,1
1977,30,56090.35,696775.61,0.02,2
1978,43,80909.61,557027.86,0.07,0
1979,56,53123.52,398178.09,0.02,2
1980,52,79775.45,24090.34,0.06,2
1981,49,102014.19,989755.16,0.07,1
1982,35,137337.15,381617.03,0.08,2
1983,54,146140.04,570839.7,0.06,1
1984,54,28117.4,960912.46,0.04,0
1985,55,140038.93,242574.52,0.01,0
1986,52,28129.37,201301.05,0.07,2
1987,60,72993.26,96923.87,0.05,0
1988,46,148515.87,423198.88,0.05,1
1989,64,141806.17,157572.72,0.05,0
1990,42,80649,476191.35,0.09,0
1991,57,41440.21,886772.33,0.07,2
1992,32,84009.96,272236.49,0.06,0
1993,40,26110.56,61146.99,0.06,0
1994,47,101800.38,967796.79,0.03,0
1995,26,119637.32,443512.38,0.02,2
1996,50,46738.88,845338.62,0.02,1
1997,47,131413.48,887065.51,0.09,0
1998,44,57914.68,494314.64,0.01,1
1999,34,78953.61,153511.47,0.01,1
2000,61,53518.69,272517.89,0.07,1
2001,64,67625.29,190712.87,0.06,2
2002,47,40197.28,592810.9,0.01,2
2003,51,126408.31,959471,0.08,1
2004,44,48567.09,882982.84,0.08,2
2005,33,40167.58,920981.88,0.02,2
2006,37,30965.82,603238.38,0.04,0
2007,62,116374.09,209532.9,0.02,1
2008,48,42352.41,749817.87,0.08,2
2009,35,86717.49,211997.61,0.02,1
2010,55,84038.12,109160.92,0.09,0
2011,47,141672.79,603335.08,0.02,1
2012,30,122469.91,541971.63,0.04,1
2013,36,95170.13,702363.98,0.06,0
2014,38,79650.8,403115.36,0.1,2
2015,36,91018.08,508798.27,0.04,1
2016,25,118795.9,761622.27,0.08,2
2017,60,25781.87,371775.3,0.06,0
2018,61,34728.89,41822.4,0.03,1
2019,27,102609.08,776622.61,0.06,1
2020,57,119442.6,779921.79,0.02,2
2021,38,50390.79,128332.13,0.08,2
2022,37,139220.22,444555.7,0.07,1
2023,61,84674.46,80852.89,0.06,2
2024,53,133432.8,360733.56,0.02,0
2025,64,34594.98,126075.33,0.07,0
2026,43,26616.64,603928.97,0.06,0
2027,42,108048.55,680110.71,0.08,2
2028,51,84614.62,628851.46,0.01,2
2029,38,58216.82,630209.14,0.04,1
2030,29,139520.56,392256.62,0.09,1
2031,42,116491.9,675463.3,0.02,2
2032,39,148038.68,794863.22,0.09,0
2033,46,60635.05,812825.26,0.01,2
2034,40,136709.24,880680.55,0.06,0
2035,50,67892.74,78484.84,0.01,0
2036,38,34556.14,403897.66,0.03,2
2037,64,82264.49,549723.26,0.08,2
2038,32,28777.49,168958.47,0.04,1
2039,63,122392.52,148980.8,0.1,1
2040,40,104657.43,679610.97,0.09,1
2041,57,48280.04,270108.63,0.08,0
2042,31,94986.53,286254.21,0.07,0
2043,58,96985.45,977294.02,0.07,1
2044,62,33426.31,453659.71,0.08,2
2045,36,52794.22,662725.14,0.1,1
